Original Sentence,Subject,Verb,Object,Non-finite Verbs
"句子：His expression of gratitude was sincere and heartfelt, conveying his deep appreciation for their kindness and support.",expression,was,kindness,conveying
句子：The company plans to extend its reach into new markets by leveraging innovative marketing strategies and establishing strategic partnerships.,company,plans,partnerships,to extend
句子：The extent of his generosity surprised everyone at the charity event.,extent,surprised,event,
"句子：Extra effort from the team members significantly contributed to the success of the project, surpassing all expectations and delivering exceptional results.",effort,contributed,results,"to contributed, surpassing"
"句子：Despite facing numerous challenges, she showcased extraordinary perseverance, determination, and resilience, ultimately achieving her long-awaited dreams.",she,showcased,dreams,"facing, achieving, awaited"
"句子：Extreme weather conditions can significantly impact agriculture, infrastructure, and human health, highlighting the importance of proactive disaster preparedness and resilient communities.",conditions,impact,preparedness,highlighting
"句子：With his keen eye for detail, he carefully observed every aspect of the painting, noting even the smallest brushstroke and color variation.",he,observed,brushstroke,noting
"句子：She carefully applied the moisturizer to her face, hoping to achieve a radiant and glowing complexion for the party tonight.",句子：She,applied,party,"to applied, hoping, to achieve"
"句子：The facility features state-of-the-art equipment and cutting-edge technology, enabling efficient production and seamless operations.",facility,features,production,enabling
句子：The fact that scientific experiments are subject to replication and verification contributes significantly to the reliability of research findings.,experiments,contributes,findings,to contributes
"句子：The factor influencing the outcome is the level of investment in research and development, which directly impacts the innovation and quality of products.",which,is,products,influencing
"句子：Despite his best efforts, the experiment's failure to produce reliable results left the scientist feeling disheartened and frustrated.",failure,left,feeling,"to produce, produce, disheartened"
"句子：Failure to adhere to safety protocols can result in severe consequences, including accidents and injuries.",adhere,result,accidents,"to adhere, to adhere"
句子：Fair treatment is essential for maintaining trust and promoting equality among all individuals in society.,treatment,is,society,
"句子：Faith in oneself, combined with dedication and hard work, can lead to remarkable achievements and personal fulfillment.",,lead,achievements,to lead
"句子：The leaves fall gracefully from the trees, painting the ground with hues of orange and gold in the crisp autumn air.",leaves,fall,air,painting
